time,X_value,Y_value,Z_value
6.514,-1.33779,-0.07426,0.81255
6.524,-0.88147,0.18536,0.68060
6.534,0.29994,0.29470,0.58103
6.544,0.05865,-0.02600,0.49857
6.555,-0.64812,-0.18055,0.53216
6.565,-0.46853,-0.26302,0.59936
6.575,-0.00854,-0.04983,0.49673
6.585,0.15395,-0.01623,0.44359
6.596,0.36347,-0.32166,0.41671
6.606,0.68173,-0.15062,0.48390
6.616,0.90165,1.16824,0.62624
6.627,1.22907,1.47306,0.73925
6.637,1.39278,1.41136,0.63906
6.647,1.26450,1.73879,0.48329
6.658,0.92852,2.14685,0.42771
6.668,0.38119,2.29956,0.50162
6.678,-0.04153,2.35882,0.61952
6.689,-0.10140,2.40463,0.72764
6.699,-0.07818,2.29529,0.74841
6.710,-0.17165,2.23176,0.73192
6.720,-0.32253,2.15601,0.72275
6.731,-0.36162,2.08576,0.76124
6.741,-0.28404,2.05827,0.81744
6.751,-0.09223,2.13768,0.82965
6.762,0.15822,2.24825,0.77468
6.772,0.29139,2.19022,0.66594
6.782,0.08858,1.93365,0.52422
6.792,-0.60414,1.55370,0.27560
6.803,-1.26265,1.22077,-0.05793
6.813,-1.52410,0.84998,-0.49776
6.823,-1.35306,0.63618,-1.02554
6.834,-0.99815,1.14503,-1.51729
6.844,0.43617,0.89518,-1.58143
6.854,0.91814,0.24583,-0.85084
6.864,1.19791,0.17986,-0.21920
6.875,1.09285,0.12855,0.09906
6.885,0.38241,-0.14634,0.38800
6.895,0.01223,-0.49637,0.33485
6.906,0.26635,-0.35587,0.09417
6.916,0.57239,0.38755,-0.18499
6.926,0.29567,0.14199,-0.56129
6.937,0.00856,-1.29477,-0.60710
6.947,0.51985,-1.75597,-0.78547
6.958,1.36040,-1.86410,-0.88993
6.968,1.15760,-2.21107,-0.68957
6.979,0.51008,-2.27399,-0.55334
6.989,-0.00854,-2.06690,-0.48920
7.000,-0.07330,-1.79018,-0.47760
7.010,-0.18325,-1.72543,-0.56617
7.020,-0.51434,-1.75414,-0.65108
7.031,-0.78129,-1.75109,-0.68773
7.041,-0.97921,-1.89403,-0.70789
7.051,-0.98226,-1.99177,-0.71461
7.061,-0.81733,-1.98871,-0.66697
7.072,-0.56871,-1.79629,-0.56251
